Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,BsmtQual_ord,BsmtCond_ord,BsmtExposure_ord,BsmtFinType1_ord,BsmtFinType2_ord,HasBsmt,GarageType_ord,GarageFinish_ord,GarageQual_ord,GarageCond_ord,GarageAge,HasGarage,HouseAge,RemodAge,MoSold_sin,MoSold_cos,HasMisc,FireplaceQu_ord,PoolHighOutlier,Alley_Grvl,Alley_Pave,HasFence,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw
159,60,FV,100.0,12552,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,222,0,769,991,GasA,Ex,Y,SBrkr,991,956,0,1947,0,0,2,1,3,1,Gd,8,Typ,1,2,678,Y,0,136,0,0,0,0,0,2010,WD,Normal,254900,3,3,1,6,1,1,4,,3,3,6.0,1,6,5,0.49999999999999994,-0.8660254037844387,0,4,0,False,False,1,False,True,False,False
160,60,RL,134.0,19378,Pave,IR1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,456.0,Gd,TA,PConc,57,0,1335,1392,GasA,Ex,Y,SBrkr,1392,1070,0,2462,1,0,2,1,4,1,Gd,9,Typ,1,2,576,Y,239,132,0,168,0,0,0,2006,New,Partial,320000,3,3,2,6,1,1,4,,3,3,0.0,0,1,0,1.0,6.123233995736766e-17,0,4,0,False,False,0,False,False,False,False
161,20,RL,0.0,11120,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,660,0,572,1232,GasA,TA,Y,SBrkr,1232,0,0,1232,0,0,2,0,3,1,TA,6,Typ,0,2,516,Y,0,0,0,0,0,0,0,2008,WD,Normal,162500,3,3,1,4,1,1,4,,3,3,24.0,1,24,24,1.2246467991473532e-16,-1.0,0,0,0,False,False,0,False,False,False,False
162,60,RL,110.0,13688,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,664.0,Gd,TA,PConc,1016,0,556,1572,GasA,Ex,Y,SBrkr,1572,1096,0,2668,1,0,2,1,3,1,Ex,10,Typ,2,3,726,Y,400,0,0,0,0,0,0,2008,WD,Normal,412500,4,3,3,6,1,1,5,,3,3,5.0,1,5,4,1.0,6.123233995736766e-17,0,4,0,False,False,0,False,False,False,False
163,20,RL,95.0,12182,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,1201,0,340,1541,GasA,Ex,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,Gd,7,Typ,1,2,532,Y,0,70,0,0,0,0,0,2010,New,Partial,220000,3,3,2,4,1,1,4,,3,3,5.0,1,5,5,0.49999999999999994,-0.8660254037844387,0,4,0,False,False,0,False,False,False,False
164,45,RL,55.0,5500,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,0,0,882,882,GasA,Ex,Y,SBrkr,882,0,0,882,0,0,1,0,1,1,TA,4,Typ,0,0,0,Y,0,0,0,0,0,0,0,2007,WD,Normal,103200,2,3,1,1,1,1,0,0.0,0,0,0.0,0,51,51,0.8660254037844387,-0.49999999999999983,0,0,0,False,False,1,False,False,True,False
165,40,RM,40.0,5400,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,370,0,779,1149,GasA,Gd,Y,FuseA,1149,467,0,1616,0,0,2,0,3,1,Gd,5,Typ,0,1,216,Y,0,0,183,0,0,0,0,2007,WD,Normal,152000,2,3,2,2,1,1,2,,3,3,81.0,1,81,3,-0.8660254037844386,0.5000000000000001,0,0,0,False,True,0,False,False,False,False
166,190,RL,62.0,10106,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,351,181,112,644,GasA,Gd,Y,SBrkr,808,547,0,1355,1,0,2,0,4,2,TA,6,Typ,0,0,0,Y,140,0,0,0,0,0,0,2008,WD,Normal,127500,2,3,1,5,3,1,0,0.0,0,0,0.0,0,68,9,-1.0,-1.8369701987210297e-16,0,0,0,False,False,0,False,False,False,False
167,20,RL,0.0,10708,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,379,768,470,1617,GasA,Ex,Y,FuseA,1867,0,0,1867,1,0,1,0,2,1,TA,7,Typ,3,1,303,Y,476,0,0,0,142,0,0,2009,COD,Normal,190000,2,3,1,2,4,1,4,,3,3,54.0,1,54,16,-0.5000000000000004,0.8660254037844384,0,4,0,False,False,1,False,True,False,False
168,60,RL,86.0,10562,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,1288,0,294,1582,GasA,Ex,Y,SBrkr,1610,551,0,2161,1,0,1,1,3,1,Ex,8,Typ,1,3,789,Y,178,120,0,0,0,0,0,2007,New,Partial,325624,4,3,1,6,1,1,4,,3,3,0.0,0,0,0,-0.5000000000000004,0.8660254037844384,0,4,0,False,False,0,False,False,False,False
169,60,RL,62.0,8244,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0,0,840,840,GasA,Ex,Y,SBrkr,840,880,0,1720,0,0,2,1,3,1,Gd,7,Typ,1,2,440,Y,100,48,0,0,0,0,0,2007,WD,Normal,183500,3,3,1,1,1,1,4,,3,3,3.0,1,3,3,0.49999999999999994,-0.8660254037844387,0,4,0,False,False,0,False,False,False,False
170,20,RL,0.0,16669,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,Hip,WdShake,Plywood,Plywood,BrkFace,653.0,Gd,TA,CBlock,0,0,1686,1686,GasA,TA,Y,SBrkr,1707,0,0,1707,0,0,2,1,2,1,TA,6,Typ,1,2,511,Y,574,64,0,0,0,0,0,2006,WD,Normal,228000,3,3,1,1,1,1,4,,3,3,25.0,1,25,25,0.49999999999999994,0.8660254037844387,0,3,0,False,False,0,False,False,False,False
171,50,RM,0.0,12358,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,360,0,360,720,GasA,TA,Y,SBrkr,854,0,528,1382,0,0,1,1,2,1,TA,7,Typ,0,2,660,Y,237,0,0,0,0,0,0,2007,WD,Normal,128500,2,3,1,3,1,1,2,,3,3,16.0,1,66,57,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,0,False,False,False,False
172,20,RL,141.0,31770,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,639,0,441,1080,GasA,Fa,Y,SBrkr,1656,0,0,1656,1,0,1,0,3,1,TA,7,Typ,2,2,528,P,210,62,0,0,0,0,0,2010,WD,Normal,215000,2,4,4,4,1,1,4,,3,3,50.0,1,50,50,0.49999999999999994,-0.8660254037844387,0,4,0,False,False,0,False,False,False,False
173,160,RL,44.0,5306,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,495,215,354,1064,GasA,Gd,Y,SBrkr,1064,703,0,1767,1,0,2,0,2,1,Gd,5,Typ,1,2,504,Y,441,35,0,0,0,0,0,2006,WD,Normal,239000,3,4,1,6,3,1,4,,4,3,19.0,1,19,19,1.2246467991473532e-16,-1.0,0,3,0,False,False,0,False,False,False,False
174,20,RL,80.0,10197,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,288,374,700,1362,GasA,TA,Y,SBrkr,1362,0,0,1362,1,0,1,1,3,1,TA,6,Typ,1,2,504,Y,0,20,0,0,0,0,0,2008,COD,Normal,163000,2,3,1,5,3,1,4,,3,3,47.0,1,47,47,1.2246467991473532e-16,-1.0,0,3,0,False,False,0,False,False,False,False
175,20,RL,47.0,12416,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,Plywood,Stone,132.0,TA,TA,CBlock,1398,208,0,1606,GasA,TA,Y,SBrkr,1651,0,0,1651,1,0,2,0,3,1,TA,7,Min2,1,2,616,Y,192,0,0,0,0,0,0,2008,WD,Normal,184000,3,2,1,5,2,1,4,,3,3,22.0,1,22,22,-0.5000000000000004,0.8660254037844384,0,3,0,False,False,0,False,False,False,False
176,20,RL,84.0,12615,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,477,0,725,1202,GasA,TA,Y,SBrkr,2158,0,0,2158,1,0,2,0,4,1,Gd,7,Typ,1,2,576,Y,0,29,39,0,0,0,0,2007,WD,Normal,243000,2,4,3,5,1,1,4,,3,3,57.0,1,57,6,1.2246467991473532e-16,-1.0,0,4,0,False,False,1,False,False,True,False
177,60,RL,97.0,10029,Pave,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,831,0,320,1151,GasA,TA,Y,SBrkr,1164,896,0,2060,0,1,2,1,4,1,TA,8,Typ,1,2,521,Y,0,228,0,0,192,0,0,2007,WD,Normal,211000,3,3,1,6,1,1,4,,3,3,19.0,1,19,18,-1.0,-1.8369701987210297e-16,0,3,0,False,False,0,False,False,False,False
178,50,RL,0.0,13650,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,CBlock,57,441,554,1052,GasA,Ex,Y,SBrkr,1252,668,0,1920,1,0,2,0,4,1,Gd,8,Typ,1,2,451,Y,0,0,0,0,0,0,0,2006,WD,Normal,172500,2,3,1,5,4,1,4,,3,3,48.0,1,48,48,-0.4999999999999998,-0.8660254037844388,0,4,0,False,False,0,False,False,False,False
179,20,RL,63.0,17423,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,Ex,TA,PConc,1904,0,312,2216,GasA,Ex,Y,SBrkr,2234,0,0,2234,1,0,2,0,1,1,Ex,9,Typ,1,3,1166,Y,0,60,0,0,0,0,0,2009,New,Partial,501837,4,3,1,6,1,1,4,,3,3,0.0,0,1,0,-0.4999999999999998,-0.8660254037844388,0,4,0,False,False,0,False,False,False,False
180,30,RM,60.0,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,0,0,968,968,GasA,TA,Y,SBrkr,968,0,0,968,0,0,1,0,2,1,TA,5,Typ,0,2,480,N,0,0,184,0,0,0,0,2007,WD,Normal,100000,2,3,1,1,1,1,2,,2,3,72.0,1,84,1,-0.4999999999999998,-0.8660254037844388,0,0,0,False,False,0,False,False,False,False
181,160,FV,0.0,2117,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,436,0,320,756,GasA,Ex,Y,SBrkr,769,756,0,1525,0,0,2,1,3,1,Gd,5,Typ,1,2,440,Y,0,0,0,0,0,0,0,2007,WD,Normal,177000,3,3,1,6,1,1,2,,3,3,7.0,1,7,7,1.2246467991473532e-16,-1.0,0,3,0,False,False,0,False,False,False,False
182,70,RL,54.0,7588,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,352,0,441,793,GasA,Gd,Y,SBrkr,901,901,0,1802,0,0,1,1,4,1,TA,9,Typ,1,1,216,Y,0,0,40,0,0,0,0,2006,WD,Normal,200100,1,3,1,2,1,1,2,,2,3,86.0,1,86,56,-0.4999999999999998,-0.8660254037844388,0,4,0,False,False,0,False,False,False,False
183,20,RL,60.0,9060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,TA,PConc,0,0,0,0,GasA,Ex,Y,SBrkr,1340,0,0,1340,0,0,1,0,3,1,TA,7,Typ,1,1,252,Y,116,0,0,180,0,0,0,2007,WD,Normal,120000,0,0,0,0,0,0,4,,3,3,50.0,1,50,1,1.2246467991473532e-16,-1.0,0,4,0,False,False,1,False,False,True,False
184,50,RM,63.0,11426,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,0,0,1362,1362,GasA,Ex,Y,SBrkr,1362,720,0,2082,0,0,2,1,3,1,Gd,6,Mod,0,2,484,N,280,238,0,0,0,0,0,2008,WD,Normal,200000,3,3,1,1,1,1,2,,3,3,5.0,1,5,5,1.2246467991473532e-16,-1.0,0,0,0,False,False,0,False,False,False,False
185,50,RL,92.0,7438,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,0,0,504,504,GasA,Gd,Y,SBrkr,936,316,0,1252,0,0,1,0,3,1,TA,5,Typ,0,2,576,Y,104,0,0,0,0,0,0,2006,WD,Normal,127000,1,3,1,1,1,1,4,,3,3,20.0,1,98,15,1.2246467991473532e-16,-1.0,0,0,0,False,False,1,False,False,True,False
186,75,RM,90.0,22950,Pave,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,0,0,1107,1107,GasA,Ex,Y,SBrkr,1518,1518,572,3608,0,0,2,1,4,1,Ex,12,Typ,2,3,840,Y,0,260,0,0,410,0,0,2006,WD,Normal,475000,2,3,2,1,1,1,2,,5,3,13.0,1,114,13,1.2246467991473532e-16,-1.0,0,3,0,False,False,1,True,False,False,False
187,80,RL,0.0,9947,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,611,0,577,1188,GasA,Ex,Y,SBrkr,1217,0,0,1217,1,0,2,0,3,1,Gd,6,Typ,0,2,497,Y,168,27,0,0,0,0,0,2009,WD,Normal,173000,3,3,3,6,1,1,4,,3,3,19.0,1,19,18,1.2246467991473532e-16,-1.0,0,0,0,False,False,1,True,False,False,False
188,50,RL,60.0,10410,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,0,0,660,660,GasA,Ex,Y,SBrkr,808,704,144,1656,0,0,2,1,3,1,TA,8,Min2,0,1,180,N,0,0,0,140,0,0,0,2009,WD,Normal,135000,1,3,1,1,1,1,2,,2,2,93.0,1,93,22,-0.8660254037844384,-0.5000000000000004,0,0,0,False,False,1,False,False,True,False
189,90,RL,64.0,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,Gable,CompShg,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,1086,0,0,1086,GasA,TA,Y,SBrkr,1224,0,0,1224,2,0,0,2,2,2,TA,6,Typ,2,2,528,Y,120,0,0,0,0,0,0,2009,WD,Alloca,153337,3,3,3,6,1,1,2,,3,3,30.0,1,30,30,1.2246467991473532e-16,-1.0,0,3,0,False,False,0,False,False,False,False
190,120,RL,41.0,4923,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,1153,0,440,1593,GasA,Ex,Y,SBrkr,1593,0,0,1593,1,0,1,1,0,1,Ex,5,Typ,1,2,682,Y,0,120,0,0,224,0,0,2008,WD,Normal,286000,4,3,3,6,1,1,4,,3,3,7.0,1,7,6,-0.8660254037844384,-0.5000000000000004,0,4,0,False,False,0,False,False,False,False
191,70,RL,70.0,10570,Pave,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,297,0,556,853,GasA,TA,Y,SBrkr,1549,1178,0,2727,0,0,2,1,3,1,Gd,10,Maj1,2,2,440,Y,0,74,0,0,0,0,0,2007,WD,Normal,315000,3,4,1,3,1,1,2,,3,3,75.0,1,75,13,-2.4492935982947064e-16,1.0,0,3,0,False,False,0,False,False,False,False
192,60,RL,0.0,7472,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,626,0,99,725,GasA,Gd,Y,SBrkr,725,754,0,1479,1,0,1,1,4,1,Gd,7,Typ,0,2,484,Y,0,32,0,0,0,0,0,2007,WD,Normal,184000,2,3,1,5,1,1,4,,3,3,35.0,1,35,3,1.2246467991473532e-16,-1.0,0,0,0,False,False,0,False,False,False,False
193,20,RL,68.0,9017,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,560,0,871,1431,GasA,Ex,Y,SBrkr,1431,0,0,1431,1,0,2,0,3,1,Gd,6,Typ,0,2,666,Y,0,35,0,0,0,0,0,2009,WD,Normal,192000,3,3,3,6,1,1,4,,3,3,10.0,1,10,10,-1.0,-1.8369701987210297e-16,0,0,0,False,False,0,False,False,False,False
194,160,RM,24.0,2522,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,0,0,970,970,GasA,Ex,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,2,380,Y,0,40,0,0,0,0,0,2006,WD,Normal,130000,3,3,1,1,1,1,2,,3,3,2.0,1,2,2,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,0,False,False,False,False
195,20,RL,60.0,7180,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,390,0,474,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,1,352,Y,0,0,0,0,0,0,0,2008,WD,Normal,127000,2,3,3,5,1,1,2,,3,3,19.0,1,36,36,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,0,False,False,False,False
196,160,RL,24.0,2280,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,566,0,289,855,GasA,TA,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,TA,7,Typ,1,2,440,Y,87,0,0,0,0,0,0,2009,WD,Normal,148500,3,3,1,5,1,1,4,,3,3,33.0,1,33,33,-0.4999999999999998,-0.8660254037844388,0,3,0,False,False,0,False,False,False,False
197,20,RL,79.0,9416,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,CemntBd,CmentBd,Stone,205.0,Ex,TA,PConc,1126,0,600,1726,GasA,Ex,Y,SBrkr,1726,0,0,1726,1,0,2,0,3,1,Ex,8,Typ,1,3,786,Y,171,138,0,0,266,0,0,2007,New,Partial,311872,4,3,1,6,1,1,4,,3,3,0.0,0,0,0,-1.0,-1.8369701987210297e-16,0,4,0,False,False,0,False,False,False,False
198,75,RL,174.0,25419,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,Gd,PConc,1036,184,140,1360,GasA,Gd,Y,SBrkr,1360,1360,392,3112,1,1,2,0,4,1,Gd,8,Typ,1,2,795,Y,0,16,552,0,0,512,0,2006,WD,Abnorml,235000,2,3,1,6,2,1,2,,3,3,88.0,1,88,16,1.0,6.123233995736766e-17,0,5,1,False,False,1,True,False,False,False
199,75,RM,92.0,5520,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,0,0,755,755,GasA,Ex,Y,SBrkr,929,929,371,2229,0,0,1,0,5,1,TA,8,Typ,0,0,0,Y,0,198,30,0,0,0,0,2009,WD,Abnorml,104000,2,3,1,1,1,1,0,0.0,0,0,0.0,0,97,59,-0.4999999999999998,-0.8660254037844388,0,0,0,False,False,1,False,False,True,False
200,20,RL,76.0,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,Gd,TA,PConc,1088,0,625,1713,GasA,Ex,Y,SBrkr,1713,0,0,1713,1,0,2,0,3,1,Ex,7,Typ,1,3,856,Y,0,26,0,0,170,0,0,2009,WD,Normal,274900,4,3,3,6,1,1,4,,3,3,5.0,1,5,4,0.49999999999999994,0.8660254037844387,0,4,0,False,False,0,False,False,False,False
201,20,RM,80.0,8546,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,0,0,1121,1121,GasA,Ex,Y,SBrkr,1121,0,0,1121,0,0,2,0,2,1,TA,5,Typ,0,2,440,Y,132,64,0,0,0,0,0,2010,WD,Normal,140000,3,3,1,1,1,1,4,,3,3,7.0,1,7,6,1.0,6.123233995736766e-17,0,0,0,False,False,0,False,False,False,False
202,20,RL,75.0,10125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,641,279,276,1196,GasA,TA,Y,SBrkr,1279,0,0,1279,0,1,2,0,3,1,TA,6,Typ,2,2,473,Y,238,83,0,0,0,0,0,2008,WD,Normal,171500,2,3,1,5,2,1,2,,3,3,28.0,1,31,31,0.8660254037844386,0.5000000000000001,0,2,0,False,False,1,False,False,True,False
203,50,RL,50.0,7000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,617,0,0,617,GasA,Gd,Y,SBrkr,865,445,0,1310,0,0,2,0,2,1,TA,6,Min1,0,1,398,Y,0,0,126,0,0,0,0,2006,COD,Normal,112000,1,3,1,2,1,1,4,,3,3,82.0,1,82,56,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,0,False,False,False,False
204,120,RM,0.0,4438,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,662,0,186,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,2,420,Y,149,0,0,0,0,0,0,2008,WD,Normal,149000,3,3,3,6,1,1,4,,3,3,4.0,1,4,4,0.49999999999999994,0.8660254037844387,0,4,0,False,False,0,False,False,False,False
205,50,RM,50.0,3500,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,312,0,408,720,GasA,TA,Y,SBrkr,720,564,0,1284,0,0,1,1,2,1,TA,5,Typ,0,1,240,Y,0,35,0,0,0,0,0,2009,WD,Normal,110000,2,3,1,2,1,1,2,,3,3,61.0,1,62,59,0.8660254037844387,-0.49999999999999983,0,0,0,True,False,1,False,False,False,True
206,20,RL,99.0,11851,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,0,0,1424,1424,GasA,Ex,Y,SBrkr,1442,0,0,1442,0,0,2,0,3,1,TA,5,Typ,0,2,500,Y,0,34,0,508,0,0,0,2009,WD,Normal,180500,3,3,1,1,1,1,4,,3,3,19.0,1,19,19,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,0,False,False,False,False
207,20,RL,40.0,13673,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,0,0,1140,1140,GasA,TA,Y,SBrkr,1696,0,0,1696,0,0,1,1,3,1,TA,8,Min2,1,1,349,Y,0,30,0,0,0,0,0,2007,WD,Normal,143900,2,3,1,1,1,1,4,,3,3,45.0,1,45,45,1.0,6.123233995736766e-17,0,3,0,False,False,0,False,False,False,False
